ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_SL8WRV5,9/6/2007,9/5/2008,Female,31,9/6/2007,5,,,,,,Car Plus,1
ID_R5QUTQI,9/7/2007,9/6/2008,Male,41,9/7/2007,3,Saloon,Grey,Lexus,Kano Municipal,Kano,Car Plus,1
ID_XTK80ND,9/7/2007,9/6/2008,Male,42,9/7/2007,4,Saloon,Wine,Toyota,Nasarawa,Kano,Car Classic,1
ID_4DUWTFU,9/8/2007,9/7/2008,Female,39,9/8/2007,1,,,,Ijebu Ode,Ogun,CarSafe,0
ID_NJGN59H,9/8/2007,9/7/2008,Female,39,9/8/2007,1,Saloon,Blue,Toyota,Nsukka,Enugu,CarSafe,0
ID_88NBMYU,9/9/2007,9/8/2008,Female,50,9/9/2007,1,Saloon,Red,Honda,Kuje,Abuja,CarSafe,0
ID_8QL5ZK8,9/9/2007,9/8/2008,Male,59,9/9/2007,2,,,,,,CarSafe,0
ID_CZQY5K2,9/9/2007,9/8/2008,Male,34,9/9/2007,2,,,,,,CarSafe,0
ID_I153Z46,9/9/2007,9/8/2008,Male,12,9/9/2007,5,Truck,White,Mitsubishi,,,CVTP,1
ID_1VQHCI5,9/10/2007,9/9/2008,Male,63,9/10/2007,2,,,,Kaduna-North,Kaduna,CVTP,0
ID_748NPL9,9/10/2007,9/9/2008,,56,9/10/2007,4,,Silver,Mercedes,Warri South,Delta,Car Plus,1
ID_LTYPVIN,9/11/2007,9/10/2008,Male,55,9/11/2007,2,,,,Ijebu Ode,Ogun,CVTP,0
ID_FZDIL3W,9/12/2007,9/11/2008,Male,46,9/12/2007,5,SUV,Black,Honda,,,Car Classic,1
ID_X6CBL74,9/12/2007,9/11/2008,Male,35,9/12/2007,3,Saloon,White,Toyota,,,Car Classic,1
ID_2KYYOEE,9/12/2007,9/11/2008,Male,44,9/12/2007,3,SUV,Black,Toyota,,,Car Classic,1
ID_H8ORIGU,9/13/2007,9/12/2008,Female,37,9/13/2007,4,,,Hyundai,Zaria,Kaduna,Car Classic,0
ID_O9DNI3A,9/13/2007,9/12/2008,Female,12,9/13/2007,4,Saloon,Black,Hyundai,,,Customized Motor,0
ID_8T2HPD7,9/13/2007,9/12/2008,Female,38,9/13/2007,4,Saloon,Silver,Toyota,,,Car Classic,1
ID_6J9MVQN,9/14/2007,9/13/2008,Male,34,9/14/2007,5,,,,Kaduna-South,Kaduna,Car Classic,0
ID_1AGD0F5,9/15/2007,9/14/2008,Male,44,9/15/2007,2,SUV,Black,Mitsubishi,,,Car Classic,0
ID_BJXJFJV,9/15/2007,9/14/2008,Male,28,9/15/2007,4,Saloon,White,Toyota,,,Car Classic,1
ID_NXZQ3N8,9/15/2007,9/14/2008,Male,40,9/15/2007,1,Saloon,Blue,Honda,,,CarSafe,0
ID_S552WAN,9/15/2007,9/14/2008,Male,69,9/15/2007,5,,,,,,CarSafe,0
ID_9ISSASO,9/15/2007,9/14/2008,Male,70,9/15/2007,1,Saloon,Blue,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_76G0BAZ,9/15/2007,9/14/2008,Male,120,9/15/2007,5,Truck,Blue,Iveco,,,CVTP,1
ID_VSCJX4E,9/16/2007,9/15/2008,Female,29,9/16/2007,1,Saloon,Grey,Toyota,Abeokuta,Ogun,Car Classic,0
ID_FDN0V0K,9/17/2007,9/16/2008,Male,38,9/17/2007,2,Saloon,Green,Mercedes,,,Car Classic,0
ID_Y2AVAW3,9/17/2007,9/16/2008,Male,42,9/17/2007,2,Saloon,Grey,Lexus,,,Car Classic,0
ID_Q0US20R,9/17/2007,9/16/2008,Female,50,9/17/2007,5,Saloon,Black,Toyota,Obio-Akpor,Rivers,Car Classic,1
ID_6JM0000,9/17/2007,9/16/2008,Female,2,9/17/2007,4,Saloon,Red,Toyota,,,Car Classic,1
ID_Q1VDDOW,9/17/2007,9/16/2008,Female,41,9/17/2007,4,Saloon,Black,Toyota,Nsukka,Enugu,Car Classic,1
ID_GZ2WG6F,9/18/2007,9/17/2008,Female,31,9/18/2007,4,SUV,Black,Hyundai,,,Car Classic,0
ID_GY83BKJ,9/18/2007,9/17/2008,Male,35,9/18/2007,4,Saloon,Black,Honda,Tarauni,Kano,Car Classic,1
ID_JK6BVVK,9/19/2007,9/18/2008,Male,28,9/19/2007,4,Saloon,Black,Toyota,Ogbomoso,Oyo,Car Plus,1
ID_O5F3D60,9/19/2007,9/18/2008,Female,30,9/19/2007,3,,Red,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_ONAWCXD,9/19/2007,9/18/2008,Female,40,9/19/2007,2,SUV,White,Hyundai,,,Customized Motor,0
ID_PCJS104,9/19/2007,9/18/2008,Male,42,9/19/2007,2,Saloon,Black,Toyota,,,CarSafe,0
ID_YXQ65PG,9/19/2007,9/18/2008,Male,36,9/19/2007,3,Saloon,Silver,Toyota,Kuje,Abuja,CarSafe,0
ID_PEDR1IW,9/19/2007,9/18/2008,Male,37,9/19/2007,2,Saloon,Black,Honda,Obio-Akpor,Rivers,Car Plus,0
ID_Y6N3XLT,9/19/2007,9/18/2008,Female,39,9/19/2007,3,Saloon,White,Toyota,Kano Municipal,Kano,Car Classic,0
ID_5WWQMWL,9/20/2007,9/19/2008,Female,30,9/20/2007,3,,,,Kano Municipal,Kano,Car Classic,0
ID_F1R86H0,9/20/2007,9/19/2008,Male,38,9/20/2007,5,Saloon,Ash,Toyota,,,Car Classic,1
ID_7UHEXAA,9/21/2007,9/20/2008,Male,46,9/21/2007,2,,Black,Toyota,,,Car Classic,0
ID_A9QB2Y8,9/21/2007,9/20/2008,Female,34,9/21/2007,3,Saloon,Ash,Toyota,,,Car Classic,1
ID_D7I1K8C,9/21/2007,9/20/2008,Male,50,9/21/2007,3,,,,,,CarSafe,0
ID_FT6DVBL,9/21/2007,9/20/2008,Male,39,9/21/2007,1,Wagon,Red,Toyota,Gwagwalada,Abuja,Car Classic,0
ID_GCRB1CE,9/21/2007,9/20/2008,Male,41,9/21/2007,5,SUV,Black,Honda,Enugu-North,Enugu,Car Classic,0
ID_HZU3D01,9/21/2007,9/20/2008,Female,51,9/21/2007,1,,White,Toyota,,,Car Classic,0
ID_BP5DX8A,9/22/2007,9/21/2008,Female,33,9/22/2007,4,Saloon,White,Toyota,,,CarSafe,0
ID_2TN8JI2,9/22/2007,9/21/2008,Female,29,9/22/2007,3,Saloon,Blue,Toyota,,,Car Classic,1
ID_8WKLKXU,9/23/2007,9/22/2008,Male,45,9/23/2007,4,Saloon,Red,Nissan,,,CarSafe,0
ID_ZNUHKP1,9/23/2007,9/22/2008,Male,56,9/23/2007,1,,,Iveco,,,CVTP,0
ID_ZRW4MB2,9/23/2007,9/22/2008,Male,31,9/23/2007,4,,,,Port Harcourt,Rivers,Car Classic,0
ID_96L87ZB,9/24/2007,9/23/2008,Male,39,9/24/2007,2,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_QC6050I,9/24/2007,9/23/2008,Female,35,9/24/2007,5,,,,,,CarSafe,0
ID_H4O9MF2,9/25/2007,9/24/2008,Male,28,9/25/2007,1,Saloon,Black,Mercedes,Enugu-North,Enugu,Car Classic,0
ID_4E49YY7,9/25/2007,9/24/2008,Female,32,9/25/2007,4,Saloon,Unknown,Toyota,Kano Municipal,Kano,Car Classic,1
ID_QTFMYBB,9/25/2007,9/24/2008,Female,70,9/25/2007,2,Saloon,Black,Toyota,,,Car Classic,0
ID_GX9XNL9,9/26/2007,9/25/2008,Male,27,9/26/2007,1,Saloon,Black,Lexus,Bonny,Rivers,Car Classic,0
ID_TRCCFV3,9/26/2007,9/25/2008,Male,61,9/26/2007,4,Saloon,Grey,Kia,,,Car Classic,1
ID_E2DSN2C,9/27/2007,9/26/2008,Male,1,9/27/2007,5,,,,,,CarSafe,0
ID_VS1SSHR,9/27/2007,9/26/2008,Male,42,9/27/2007,5,SUV,Green,Ford,,,Car Classic,1
ID_K6WLN2B,9/27/2007,9/26/2008,Female,46,9/27/2007,5,SUV,Red,Kia,,,Car Classic,1
ID_MU2DVW0,10/1/2007,9/30/2008,Male,46,10/1/2007,3,Saloon,Green,Toyota,,,Car Classic,0
ID_4E49YY7,10/1/2007,9/30/2008,Female,32,10/1/2007,1,Saloon,Unknown,Toyota,Abeokuta,Ogun,Car Classic,0
ID_886YTYK,10/2/2007,10/1/2008,Female,37,10/2/2007,4,Saloon,Gold,Toyota,Warri South,Delta,Car Classic,0
ID_S8K3PB5,10/2/2007,10/1/2008,Female,35,10/2/2007,3,Saloon,Silver,Peugeot,,,Car Classic,0
ID_U8E53Y3,10/2/2007,10/1/2008,Male,46,10/2/2007,4,,Black,Honda,Nsukka,Enugu,Car Classic,1
ID_72BK7BS,10/3/2007,10/2/2008,Male,38,10/3/2007,1,,,,,,CarSafe,0
ID_7YCA0E9,10/3/2007,10/2/2008,Entity,120,10/3/2007,4,SUV,Black,Toyota,,,Car Classic,1
ID_U2LRFDA,10/3/2007,10/2/2008,Female,42,10/3/2007,5,Saloon,Black,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_S3MPLHE,10/3/2007,10/2/2008,Male,42,10/3/2007,1,Saloon,Black,Toyota,,,Car Classic,0
ID_P7DHLWN,10/3/2007,10/2/2008,Entity,20,10/3/2007,2,Bus,Unknown,Toyota,,,CVTP,1
ID_9K28V33,10/4/2007,10/3/2008,Male,1,10/4/2007,3,Saloon,Silver,Mercedes,Makurdi,Benue,CarSafe,0
ID_OHBQ9TS,10/4/2007,10/3/2008,Male,54,10/4/2007,4,,,,Ibadan-North,Oyo,CarSafe,0
ID_P8XVA0L,10/4/2007,10/3/2008,Male,65,10/4/2007,2,SUV,Silver,Toyota,,,Car Classic,0
ID_TPXUUU4,10/4/2007,10/3/2008,Male,35,10/4/2007,4,Saloon,Silver,Toyota,Kaduna-South,Kaduna,CarSafe,0
ID_VN9JEHQ,10/4/2007,10/3/2008,Male,50,10/4/2007,1,Saloon,Black,Toyota,,,CarSafe,0
ID_Y0VZPDM,10/4/2007,10/3/2008,Female,30,10/4/2007,2,Saloon,White,Ford,,,Car Classic,0
ID_SWD8MOI,10/4/2007,10/3/2008,Male,34,10/4/2007,5,,Grey,Toyota,Enugu-North,Enugu,Car Classic,1
ID_6WX40HU,10/5/2007,10/4/2008,Male,40,10/5/2007,2,,,,,,CarSafe,0
ID_6V5ADS6,10/5/2007,10/4/2008,Female,59,10/5/2007,2,SUV,Black,Toyota,,,Car Classic,1
ID_8ZR0L5W,10/5/2007,10/4/2008,Female,43,10/5/2007,2,Saloon,Blue,Kia,,,Car Classic,0
ID_R79IIHU,10/6/2007,10/5/2008,Female,35,10/6/2007,3,Saloon,Blue,Honda,,,CarSafe,0
ID_1C6719S,10/6/2007,10/5/2008,Male,54,10/6/2007,1,Mini Bus,Blue,Toyota,Bwari,Abuja,Customized Motor,1
ID_BJ95L9P,10/6/2007,10/5/2008,Male,36,10/6/2007,2,Saloon,Silver,Toyota,Sagamu,Ogun,Car Classic,0
ID_2YA259R,10/7/2007,10/6/2008,Female,39,10/7/2007,2,Saloon,Ash,Toyota,,,Car Classic,0
ID_YP854J9,10/8/2007,10/7/2008,Male,40,10/8/2007,4,Saloon,Black,Nissan,Warri South,Delta,CarSafe,0
ID_KRFLCAB,10/8/2007,10/7/2008,Male,62,10/8/2007,5,SUV,Black,Toyota,Warri South,Delta,Car Classic,0
ID_Q9JC0B1,10/9/2007,10/8/2008,,58,10/9/2007,1,Truck,White,Iveco,,,CVTP,0
ID_7LEZKKM,10/9/2007,10/8/2008,Male,31,10/9/2007,1,Saloon,Red,Toyota,Enugu-East,Enugu,Car Classic,0
ID_NK2GE3T,10/9/2007,10/8/2008,Female,32,10/9/2007,5,Saloon,Black,Toyota,Enugu-North,Enugu,Car Classic,1
ID_6Y5A60I,10/10/2007,10/9/2008,Male,37,10/10/2007,2,,,,,,Car Classic,0
ID_7S0QH7E,10/10/2007,10/9/2008,Female,38,10/10/2007,3,Saloon,Black,Toyota,,,Car Classic,0
ID_NF74N5R,10/10/2007,10/9/2008,Male,29,10/10/2007,1,Saloon,Blue,Toyota,,,Car Plus,0
ID_4CAONPQ,10/11/2007,10/10/2008,Male,41,10/11/2007,2,SUV,Silver,Volvo,,,Car Classic,0
ID_FYZDUX8,10/11/2007,10/10/2008,Female,38,10/11/2007,4,SUV,Wine,Honda,,,Car Plus,1
ID_COVQ0BO,10/11/2007,10/10/2008,Male,33,10/11/2007,4,Saloon,Unknown,Toyota,Kuje,Abuja,Car Classic,1
ID_DHWSGY9,10/12/2007,10/11/2008,Male,120,10/12/2007,3,SUV,Black,Toyota,Port Harcourt,Rivers,Customized Motor,0
ID_XR8F115,10/12/2007,10/11/2008,Male,37,10/12/2007,4,SUV,Silver,Hyundai,,,CarSafe,0
ID_3W7DCX5,10/13/2007,10/12/2008,Male,20,10/13/2007,4,,Black,Toyota,,,Car Classic,0
ID_JWHWJFO,10/13/2007,10/12/2008,Male,54,10/13/2007,2,,Black,Toyota,Asaba,Delta,Car Classic,0
ID_TEG9DI1,10/13/2007,10/12/2008,Male,40,10/13/2007,3,Saloon,Blue,Toyota,,,CarSafe,0
ID_92IW4CE,10/14/2007,10/13/2008,Male,1,10/14/2007,4,Saloon,Silver,Honda,,,CarSafe,0
ID_R0T9XVF,10/14/2007,10/13/2008,Male,37,10/14/2007,3,,,,,,CarSafe,0
ID_7U4WPLA,10/14/2007,10/13/2008,Male,37,10/14/2007,4,Saloon,Black,Toyota,,,Car Classic,1
ID_80XZT6A,10/14/2007,10/13/2008,Male,45,10/14/2007,5,SUV,Grey,GMC,Ijebu Ode,Ogun,Car Classic,1
ID_V31WMNB,10/14/2007,10/13/2008,Male,37,10/14/2007,3,Saloon,Blue,Toyota,,,Car Classic,1
ID_1F5DBGC,10/14/2007,10/13/2008,Female,76,10/14/2007,3,Saloon,White,Lexus,Abeokuta,Ogun,Car Classic,0
ID_8HMOHJH,10/15/2007,10/14/2008,Male,28,10/15/2007,2,,Silver,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_PBH3PQ0,10/15/2007,10/14/2008,Female,37,10/15/2007,4,,,,Effurun,Delta,CarSafe,0
ID_T71LQB0,10/15/2007,10/14/2008,Female,61,10/15/2007,1,SUV,Red,Lexus,Asaba,Delta,Car Classic,0
ID_XIKEGSB,10/15/2007,10/14/2008,Male,50,10/15/2007,5,,,,,,CarSafe,0
ID_BUWTD6L,10/15/2007,10/14/2008,Male,54,10/15/2007,5,SUV,Unknown,Lexus,Effurun,Delta,Customized Motor,1
ID_S7VHYM5,10/15/2007,10/14/2008,Female,37,10/15/2007,4,,,Hyundai,,,Car Classic,1
ID_3OMR03Y,10/16/2007,10/15/2008,Female,35,10/16/2007,2,Saloon,Black,Mercedes,Ado-Odo/Ota,Ogun,Car Classic,0
ID_7LVE9MP,10/16/2007,10/15/2008,Male,52,10/16/2007,1,Saloon,Green,Toyota,,,Car Classic,0
ID_HFTFFSY,10/16/2007,10/15/2008,Male,66,10/16/2007,5,,,,,,CarSafe,0
ID_0TO9PYJ,10/16/2007,10/15/2008,Entity,20,10/16/2007,4,,,,Bonny,Rivers,Muuve,1
ID_0N7V9K3,10/16/2007,10/15/2008,Male,52,10/16/2007,5,,,,Eti-Osa,Lagos,Car Classic,1
ID_DBWP62I,10/16/2007,10/15/2008,Male,44,10/16/2007,5,Saloon,White,Toyota,,,Car Classic,1
ID_EMPDPQ6,10/17/2007,10/16/2008,Male,38,10/17/2007,5,Saloon,Blue,Nissan,,,CarSafe,0
ID_PY7D17K,10/17/2007,10/16/2008,Male,120,10/17/2007,2,,White,DAF,Tarauni,Kano,CVTP,1
ID_S4JUOLY,10/17/2007,10/16/2008,Joint Gender,43,10/17/2007,2,Saloon,Green,Toyota,,,Car Classic,1
ID_63SYCTG,10/17/2007,10/16/2008,Male,67,10/17/2007,1,,,Toyota,Bwari,Abuja,Car Classic,1
ID_ID25P3P,10/17/2007,10/16/2008,Male,52,10/17/2007,1,,,Toyota,Ado-Odo/Ota,Ogun,Car Classic,1
ID_FGMXCVZ,10/17/2007,10/16/2008,Male,37,10/17/2007,5,Saloon,Red,Toyota,,,Car Classic,1
ID_QTGUOZI,10/17/2007,10/16/2008,Male,39,10/17/2007,5,Saloon,Grey,Honda,,,Car Classic,1
ID_3YWT8BH,10/18/2007,10/17/2008,Male,56,10/18/2007,3,Saloon,Gold,Toyota,Effurun,Delta,Car Classic,0
ID_QB4247C,10/18/2007,10/17/2008,Male,41,10/18/2007,3,Saloon,Black,Toyota,Kaduna-South,Kaduna,Car Classic,0
ID_EIQ8F0O,10/18/2007,10/17/2008,Joint Gender,33,10/18/2007,5,SUV,White,Toyota,,,Car Classic,1
ID_AWRE5DA,10/18/2007,10/17/2008,Male,35,10/18/2007,4,Saloon,Red,Toyota,,,Car Classic,1
ID_JN3DF2A,10/18/2007,10/17/2008,Male,52,10/18/2007,1,SUV,Black,Mercedes,Tarauni,Kano,Customized Motor,1
ID_QI70DEL,10/20/2007,10/19/2008,Male,89,10/20/2007,1,Saloon,White,Toyota,,,Car Classic,0
ID_VRTJ9SZ,10/20/2007,10/19/2008,Male,37,10/20/2007,3,Saloon,Blue,Toyota,Ogbomoso,Oyo,Car Classic,0
ID_DI8968O,10/20/2007,10/19/2008,Female,50,10/20/2007,4,SUV,Blue,Ford,,,Car Classic,1
ID_B214ZCZ,10/20/2007,10/19/2008,,58,10/20/2007,3,,White,Iveco,,,CVTP,1
ID_TWHNJ8M,10/21/2007,10/20/2008,,72,10/21/2007,3,Saloon,Black,Honda,,,Customized Motor,0
ID_DQPCKNN,10/21/2007,10/20/2008,Entity,18,10/21/2007,2,Saloon,Black,Hyundai,,,Customized Motor,1
ID_5STOZBX,10/22/2007,10/21/2008,Male,50,10/22/2007,5,Saloon,Black,Kia,,,CarSafe,0
ID_SMJQV7O,10/22/2007,10/21/2008,Female,50,10/22/2007,4,,,Mercedes,Gwagwalada,Abuja,Customized Motor,0
ID_4WY80QH,10/23/2007,10/22/2008,Male,40,10/23/2007,3,Saloon,Red,Honda,,,CarSafe,0
ID_HB90ZJ7,10/24/2007,10/23/2008,Male,44,10/24/2007,4,SUV,Blue,Lexus,,,Car Classic,1
ID_NQQIHBA,10/24/2007,10/23/2008,Female,50,10/24/2007,3,Saloon,Silver,Honda,,,CarSafe,0
ID_T5W8287,10/24/2007,10/23/2008,Female,20,10/24/2007,4,,Brown,Ford,,,Customized Motor,0
ID_CMTXGE5,10/25/2007,10/24/2008,Entity,40,10/25/2007,4,SUV,Grey,Toyota,,,Car Classic,1
ID_E5B9H41,10/25/2007,10/24/2008,Female,39,10/25/2007,1,Saloon,Red,Toyota,Makurdi,Benue,Car Classic,0
ID_ITF20H0,10/25/2007,10/24/2008,Male,42,10/25/2007,2,Saloon,Black,Hyundai,,,Car Classic,0
ID_X6GF2PB,10/25/2007,10/24/2008,Entity,20,10/25/2007,2,,Unknown,,Port Harcourt,,Muuve,1
ID_H0RX4KU,10/25/2007,10/24/2008,Male,40,10/25/2007,4,Saloon,Red,Toyota,Kaduna-North,Kaduna,CarSafe,1
ID_8WHV7CI,10/26/2007,10/25/2008,Male,36,10/26/2007,5,Saloon,Grey,Toyota,Effurun,Delta,Car Classic,1
ID_95EB4F5,10/26/2007,10/25/2008,Male,31,10/26/2007,3,Saloon,White,Toyota,,,CarFlex,0
ID_KXB1QRA,10/26/2007,10/25/2008,Male,34,10/26/2007,4,SUV,Grey,Toyota,,,Car Classic,0
ID_P0YZ1O9,10/26/2007,10/25/2008,Female,60,10/26/2007,3,SUV,Red,Toyota,Kuje,Abuja,Car Classic,0
ID_YOIKL2Z,10/26/2007,10/25/2008,Male,50,10/26/2007,5,Saloon,White,BMW,Kaduna-South,Kaduna,CarSafe,0
ID_A9QB2Y8,10/26/2007,10/25/2008,Female,34,10/26/2007,5,Saloon,Ash,Toyota,Gboko,Benue,Car Classic,1
ID_8CP81AH,10/27/2007,10/26/2008,Male,36,10/27/2007,3,,,,,,CarSafe,0
ID_NOIXGPF,10/27/2007,10/26/2008,Male,12,10/27/2007,3,,Black,Toyota,Effurun,Delta,Customized Motor,0
ID_QGMCEHY,10/27/2007,10/26/2008,Female,41,10/27/2007,1,Saloon,Blue,Toyota,Gwagwalada,Abuja,CarSafe,0
ID_BPOJTKE,10/27/2007,10/26/2008,Male,35,10/27/2007,3,Saloon,Black,Toyota,,,Car Classic,1
ID_VX1ODVF,11/1/2007,10/31/2008,,36,11/1/2007,5,,,,,,Car Classic,0
ID_6UXMWAV,11/2/2007,11/1/2008,Male,41,11/2/2007,3,,,,Nasarawa,Kano,CarSafe,0
ID_MS4J675,11/2/2007,11/1/2008,Male,33,11/2/2007,5,Saloon,Black,Kia,,,Car Classic,1
ID_GX9XNL9,11/2/2007,11/1/2008,Male,27,11/2/2007,4,Saloon,Black,Lexus,Nasarawa,Kano,Car Classic,1
ID_PWDC0A5,11/2/2007,11/1/2008,Male,65,11/2/2007,1,,,Kia,,,Car Classic,0
ID_6JUNMLS,11/3/2007,11/2/2008,Male,48,11/3/2007,5,,,Toyota,,,Customized Motor,0
ID_2H2M0RX,11/3/2007,11/2/2008,Female,45,11/3/2007,4,SUV,Blue,Mercedes,,,Car Classic,1
ID_MLPILAY,11/4/2007,11/3/2008,Male,28,11/4/2007,4,Saloon,Black,Toyota,Obio-Akpor,Rivers,Car Plus,0
ID_SZQXIT0,11/4/2007,11/3/2008,Male,40,11/4/2007,2,,,,Zaria,Kaduna,CarSafe,0
ID_IYNSDKX,11/4/2007,11/3/2008,Male,48,11/4/2007,5,SUV,Red,Toyota,Nsukka,Enugu,Car Classic,1
ID_9U65XZZ,11/5/2007,11/4/2008,Male,50,11/5/2007,2,Saloon,Silver,Lexus,Port Harcourt,Rivers,Car Classic,0
ID_N008N52,11/5/2007,11/4/2008,Joint Gender,35,11/5/2007,5,Saloon,Silver,Toyota,,,Car Classic,1
ID_P1D2G92,11/6/2007,11/5/2008,Female,38,11/6/2007,1,Saloon,Black,Toyota,,,Car Classic,0
ID_D5Y3LPY,11/6/2007,11/5/2008,Male,30,11/6/2007,1,Saloon,White,Lexus,Port Harcourt,Rivers,Car Plus,0
ID_8QCL9XQ,11/6/2007,11/5/2008,Male,40,11/6/2007,3,Saloon,White,Mercedes,Kano Municipal,Kano,Car Classic,1
ID_9D25Y1M,11/6/2007,11/5/2008,Male,1,11/6/2007,5,Saloon,Green,Toyota,Zaria,Kaduna,Car Classic,1
ID_7U4WPLA,11/7/2007,11/6/2008,Male,37,11/7/2007,4,Saloon,Black,Toyota,,,Car Classic,1
ID_05R7YFI,11/8/2007,11/7/2008,Male,37,11/8/2007,1,SUV,Ash,Lexus,,,Car Classic,0
ID_PL39I7X,11/8/2007,11/7/2008,Male,40,11/8/2007,4,Saloon,Blue,Toyota,Bonny,Rivers,CarSafe,0
ID_QN52G7B,11/8/2007,11/7/2008,Male,36,11/8/2007,3,Saloon,Silver,Toyota,,,Car Classic,0
ID_OTWAR3E,11/8/2007,11/7/2008,Male,52,11/8/2007,1,Saloon,Unknown,Toyota,,,Car Classic,1
ID_HK49WYK,11/8/2007,11/7/2008,Male,43,11/8/2007,2,Saloon,Silver,Toyota,Port Harcourt,Rivers,Car Classic,0
ID_N4WC9O0,11/9/2007,11/8/2008,Male,31,11/9/2007,2,,,,,,Car Classic,0
ID_32SOUPO,11/10/2007,11/9/2008,,36,11/10/2007,3,,,,Kaduna-South,Kaduna,Car Classic,0
ID_3FJRT90,11/10/2007,11/9/2008,Female,49,11/10/2007,1,SUV,Black,Toyota,Ibadan-North,Oyo,Car Classic,0
ID_STP228B,11/10/2007,11/9/2008,Female,37,11/10/2007,5,,Black,Toyota,Kuje,Abuja,Car Classic,0
ID_NM6Z6ZQ,11/10/2007,11/9/2008,Female,53,11/10/2007,1,Saloon,Red,Honda,Effurun,Delta,Car Classic,1
ID_DM665U5,11/10/2007,11/9/2008,Female,60,11/10/2007,1,Saloon,Ash,Toyota,,,Car Classic,0
ID_C7UE65D,11/10/2007,11/9/2008,Female,56,11/10/2007,1,Saloon,Black,Toyota,,,Car Classic,1
ID_HV4W8K6,11/11/2007,11/10/2008,Male,40,11/11/2007,5,,,,,,Car Classic,0
ID_IDB5I8R,11/11/2007,11/10/2008,Female,41,11/11/2007,3,,,Toyota,Enugu-North,Enugu,Car Classic,0
ID_TF6TF44,11/11/2007,11/10/2008,Male,48,11/11/2007,4,Saloon,Gold,Toyota,Nsukka,Enugu,Car Classic,1
ID_DOBIOBR,11/12/2007,11/11/2008,Male,43,11/12/2007,3,Saloon,Red,Nissan,Kaduna-South,Kaduna,CarSafe,0
ID_EYHAXSZ,11/12/2007,11/11/2008,Entity,20,11/12/2007,1,,,Mercedes,Nasarawa,Kano,CVTP,0
ID_GGEXUYW,11/12/2007,11/11/2008,Joint Gender,72,11/12/2007,1,SUV,Wine,Toyota,,,Car Classic,0
ID_GKDB3E7,11/12/2007,11/11/2008,Male,30,11/12/2007,2,Saloon,Wine,Toyota,,,Car Classic,0
ID_VHB3KMC,11/12/2007,11/11/2008,Female,44,11/12/2007,2,Saloon,Blue,Toyota,Effurun,Delta,CarSafe,0
ID_32EW08Y,11/13/2007,11/12/2008,Male,38,11/13/2007,4,Saloon,Silver,Toyota,Ibadan-South-West,Oyo,Car Classic,1
ID_9953065,11/13/2007,11/12/2008,Male,56,11/13/2007,4,SUV,Black,Mercedes,,,Car Classic,0
ID_EUBZYHL,11/13/2007,11/12/2008,Male,50,11/13/2007,2,Saloon,Black,Toyota,Enugu-East,Enugu,CarSafe,0
ID_XM73JEG,11/13/2007,11/12/2008,Female,36,11/13/2007,4,Saloon,Silver,Toyota,,,Car Classic,1
ID_C4BHZ3N,11/14/2007,11/13/2008,Male,50,11/14/2007,1,Saloon,Red,Infiniti,Ibadan-North,Oyo,CarSafe,0
ID_SI6UOZW,11/14/2007,11/13/2008,Female,59,11/14/2007,2,Saloon,Green,Pontiac,,,Car Classic,1
ID_XPCI6RW,11/14/2007,11/13/2008,Male,43,11/14/2007,2,,,,,,CarSafe,0
ID_P867IWD,11/14/2007,11/13/2008,Unknown,25,11/14/2007,3,Truck,Red,Iveco,Tarauni,Kano,CVTP,1
ID_AR14HG1,11/14/2007,11/13/2008,Male,45,11/14/2007,2,SUV,Black,Toyota,,,Car Classic,0
ID_CMTXGE5,11/14/2007,11/13/2008,Entity,40,11/14/2007,1,SUV,Grey,Toyota,Enugu-North,Enugu,Car Classic,1
ID_88UYZBL,11/14/2007,11/13/2008,Male,34,11/14/2007,2,Saloon,Blue,Toyota,Bonny,Rivers,Car Classic,0
ID_3LLJLFS,11/14/2007,11/13/2008,Female,32,11/14/2007,1,,Black,Toyota,,,Car Classic,0
ID_3PAX1Y7,11/15/2007,11/14/2008,Male,33,11/15/2007,4,,,Toyota,,,Car Classic,0
ID_YRNCFB5,11/15/2007,11/14/2008,Female,37,11/15/2007,1,Saloon,Red,Hyundai,,,Car Classic,0
ID_ELSV555,11/15/2007,11/14/2008,Female,64,11/15/2007,3,,,Toyota,,,Car Classic,0
ID_NX41BUN,11/15/2007,11/14/2008,Male,40,11/15/2007,5,Saloon,Unknown,Toyota,,,Car Classic,1
ID_A1NRGZU,11/15/2007,11/14/2008,Male,42,11/15/2007,4,Saloon,Black,Hyundai,,,Car Classic,1
ID_D0ERR4Q,11/17/2007,11/16/2008,Female,40,11/17/2007,1,Saloon,Red,BMW,,,CarSafe,0
ID_D2YNT7F,11/17/2007,11/16/2008,Male,36,11/17/2007,1,,,,Abeokuta,Ogun,CarFlex,0
