ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,Policy_Count,Car_Category,Car_Colour,Car_Make,LGA_Name,State,Product_Name,Target
ID_WBXASK9,2006-12-10,2007-12-10,Male,27,2006-12-10,3,Saloon,Gold,Toyota,Kano Municipal,Kano,Car Classic,1
ID_S3MPLHE,2006-12-12,2007-12-12,Male,42,2006-12-12,5,Saloon,Black,Toyota,Ogbomoso,Oyo,Car Classic,1
ID_BI0HCF1,2006-12-13,2007-12-13,Male,43,2006-12-13,4,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_NBF0CRT,2006-12-13,2007-12-13,Female,34,2006-12-13,1,Saloon,White,Toyota,Ojo,Lagos,Car Classic,0
ID_5A8BUGA,2006-12-14,2007-12-14,Female,34,2006-12-14,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_BR1RUG3,2006-12-14,2007-12-14,Female,36,2006-12-14,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_H3J7VI2,2006-12-14,2007-12-14,Female,38,2006-12-14,1,Saloon,Green,Honda,Kano Municipal,Kano,Car Plus,0
ID_I4FO9B3,2006-12-14,2007-12-14,Male,47,2006-12-14,1,Saloon,Black,Lexus,Gwagwalada,Abuja,Car Classic,0
ID_T1W2UE7,2006-12-14,2007-12-14,Male,41,2006-12-14,4,SUV,Grey,Toyota,Tarauni,Kano,Car Classic,1
ID_10AR7HG,2006-12-15,2007-12-15,Male,39,2006-12-15,2,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_7CINOMR,2006-12-15,2007-12-15,Joint Gender,50,2006-12-15,3,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_MVRTYAL,2006-12-15,2007-12-15,Male,62,2006-12-15,3,Saloon,Black,Toyota,Kuje,Abuja,CarSafe,0
ID_ZKU0UC9,2006-12-15,2007-12-15,Male,52,2006-12-15,1,SUV,Blue,Land Rover,Kano Municipal,Kano,Customized Motor,1
ID_L31WM3O,2006-12-15,2007-12-15,Male,44,2006-12-15,5,Saloon,Black,Honda,Kano Municipal,Kano,Car Classic,1
ID_EUPEEJN,2006-12-16,2007-12-16,Male,63,2006-12-16,4,Saloon,Silver,Toyota,Warri South,Delta,CarSafe,0
ID_IVUY789,2006-12-17,2007-12-17,Female,50,2006-12-17,2,SUV,Red,Kia,Ado-Odo/Ota,Ogun,Car Classic,1
ID_FAMYQH8,2006-12-17,2007-12-17,Male,67,2006-12-17,2,SUV,Black,Mercedes,Otukpo,Benue,Car Classic,0
ID_A33XFTE,2006-12-19,2007-12-19,Male,62,2006-12-19,3,Saloon,Red,Toyota,Abuja Municipal,Abuja,Car Classic,0
ID_63R8298,2006-12-19,2007-12-19,Male,35,2006-12-19,1,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_XM73JEG,2006-12-19,2007-12-19,Female,36,2006-12-19,3,Saloon,Silver,Toyota,Asaba,Delta,Car Classic,0
ID_7FR2BNC,2006-12-19,2007-12-19,Female,59,2006-12-19,3,SUV,Silver,Mercedes,Kano Municipal,Kano,Car Classic,1
ID_5SNLSV6,2006-12-21,2007-12-21,Female,69,2006-12-21,3,Saloon,Unknown,Toyota,Port Harcourt,Rivers,Car Classic,0
ID_9K4LEJQ,2006-12-21,2007-12-21,Male,31,2006-12-21,1,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_ZNX8S8J,2006-12-21,2007-12-21,Male,33,2006-12-21,5,SUV,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_4TYCXLV,2006-12-22,2007-12-22,Female,28,2006-12-22,2,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_OB4NGVF,2006-12-22,2007-12-22,Male,43,2006-12-22,5,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
ID_TMY70DZ,2006-12-22,2007-12-22,Male,31,2006-12-22,5,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,1
ID_6CNJC7B,2006-12-23,2007-12-23,Male,42,2006-12-23,3,Saloon,Black,Volkswagen,Eti-Osa,Lagos,CarSafe,0
ID_K8CEZKK,2006-12-23,2007-12-23,Male,75,2006-12-23,2,SUV,Black,Mercedes,Kuje,Abuja,Car Classic,0
ID_XL11PM0,2006-12-23,2007-12-23,Female,60,2006-12-23,3,Saloon,Black,Hyundai,Kano Municipal,Kano,Car Classic,1
ID_KQ468WJ,2006-12-24,2007-12-24,Female,40,2006-12-24,3,Bus,Silver,Ford,Kano Municipal,Kano,CVTP,0
ID_TPWRLCL,2006-12-24,2007-12-24,Male,33,2006-12-24,2,Saloon,Silver,Toyota,Sagamu,Ogun,Car Classic,0
ID_MN74ZGJ,2006-12-25,2007-12-25,Male,39,2006-12-25,4,Saloon,White,Toyota,Kano Municipal,Kano,Car Classic,1
ID_OJN2RMY,2006-12-25,2007-12-25,Male,50,2006-12-25,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_11QQZG9,2006-12-26,2007-12-26,Male,28,2006-12-26,5,Saloon,Silver,Toyota,Kaduna-North,Kaduna,Car Classic,1
ID_0SSFMYL,2006-12-26,2007-12-26,Male,61,2006-12-26,2,Mini Bus,Wine,Toyota,Kano Municipal,Kano,Car Classic,1
ID_YAS97MS,2006-12-26,2007-12-26,Male,52,2006-12-26,1,Saloon,Black,Toyota,Kaduna-South,Kaduna,Car Classic,1
ID_LRRZD6R,2006-12-26,2007-12-26,Male,32,2006-12-26,2,Saloon,Grey,Toyota,Kaduna-South,Kaduna,Car Classic,0
ID_KO2ST7Y,2006-12-27,2007-12-27,Male,72,2006-12-27,3,Saloon,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_UZXHTCZ,2006-12-27,2007-12-27,Male,37,2006-12-27,3,Saloon,Blue,Toyota,Bwari,Abuja,Car Classic,1
ID_ELXG7K3,2007-01-01,2008-01-01,Male,30,2007-01-01,4,Saloon,Silver,Toyota,Enugu-East,Enugu,CarSafe,0
ID_2EOW8OM,2007-01-01,2008-01-01,Unknown,35,2007-01-01,2,Saloon,Green,Toyota,Ibadan-North,Oyo,Car Classic,1
ID_075PIAF,2007-01-02,2008-01-02,Female,40,2007-01-02,4,Saloon,Black,Toyota,Enugu-East,Enugu,CarSafe,0
ID_BS2P6ZC,2007-01-02,2008-01-02,Female,54,2007-01-02,2,Saloon,Black,Toyota,Epe,Lagos,Car Classic,0
ID_OCR2XOO,2007-01-02,2008-01-02,Male,40,2007-01-02,1,Saloon,Red,Iveco,Kano Municipal,Kano,CVTP,0
ID_HBPL9CU,2007-01-03,2008-01-03,Female,66,2007-01-03,3,Saloon,Black,Lexus,Effurun,Delta,Car Classic,0
ID_KE1IHHX,2007-01-03,2008-01-03,Male,40,2007-01-03,2,Saloon,Silver,Honda,Kano Municipal,Kano,Car Classic,0
ID_SKRIC7Z,2007-01-03,2008-01-03,Male,52,2007-01-03,2,Saloon,Black,Toyota,Ogbomoso,Oyo,Car Classic,1
ID_OQ9N83L,2007-01-03,2008-01-03,Female,31,2007-01-03,5,Saloon,White,Honda,Makurdi,Benue,Car Classic,1
ID_5HZ30NN,2007-01-04,2008-01-04,Male,33,2007-01-04,1,Saloon,Silver,Lexus,Kano Municipal,Kano,CarSafe,0
ID_5K21RA2,2007-01-04,2008-01-04,Male,40,2007-01-04,5,Saloon,Unknown,Toyota,Kano Municipal,Kano,Muuve,0
ID_5LUIPYW,2007-01-04,2008-01-04,Male,31,2007-01-04,2,Saloon,Blue,Toyota,Nsukka,Enugu,Car Classic,0
ID_67N2FUW,2007-01-04,2008-01-04,Male,38,2007-01-04,2,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_904ZKB9,2007-01-04,2008-01-04,Female,58,2007-01-04,2,Saloon,Blue,Toyota,Gboko,Benue,CarSafe,0
ID_LA50JV6,2007-01-04,2008-01-04,Male,71,2007-01-04,1,SUV,White,Toyota,Kano Municipal,Kano,Car Classic,0
ID_N6P2GCT,2007-01-04,2008-01-04,Male,66,2007-01-04,1,SUV,Blue,Honda,Kuje,Abuja,Car Classic,0
ID_C5D4PXS,2007-01-05,2008-01-05,Male,40,2007-01-05,3,Saloon,Black,Lexus,Kano Municipal,Kano,Customized Motor,0
ID_EJH4LZH,2007-01-05,2008-01-05,Male,40,2007-01-05,4,SUV,Black,Volkswagen,Asaba,Delta,Car Classic,0
ID_G4SZH1S,2007-01-05,2008-01-05,Male,33,2007-01-05,2,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,1
ID_JFR845O,2007-01-05,2008-01-05,Male,40,2007-01-05,3,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_TOSN21O,2007-01-05,2008-01-05,Male,44,2007-01-05,4,Saloon,Black,Toyota,Kano Municipal,Kano,Car Plus,0
ID_GA0T1O9,2007-01-05,2008-01-05,Male,36,2007-01-05,1,Saloon,White,Honda,Kano Municipal,Kano,Car Classic,0
ID_0ESTG4D,2007-01-06,2008-01-06,Joint Gender,35,2007-01-06,5,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_WI5GCB7,2007-01-06,2008-01-06,Male,30,2007-01-06,1,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_K577DNJ,2007-01-06,2008-01-06,Male,43,2007-01-06,4,Truck,White,Scania,Nasarawa,Kano,CVTP,1
ID_O3QBL01,2007-01-06,2008-01-06,Male,40,2007-01-06,2,Saloon,Black,Toyota,Port Harcourt,Rivers,Car Classic,0
ID_TUQDMZ4,2007-01-07,2008-01-07,Female,61,2007-01-07,4,Saloon,Grey,Toyota,Kosofe,Lagos,Car Classic,0
ID_U0W8S78,2007-01-07,2008-01-07,Female,43,2007-01-07,5,Saloon,Silver,Kia,Kano Municipal,Kano,CarSafe,0
ID_XGKLSF7,2007-01-07,2008-01-07,Male,45,2007-01-07,4,SUV,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_99P0K7X,2007-01-08,2008-01-08,Female,72,2007-01-08,3,SUV,Red,Infiniti,Kuje,Abuja,Car Classic,0
ID_S6CWED4,2007-01-08,2008-01-08,Male,37,2007-01-08,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_XSH46U9,2007-01-08,2008-01-08,Male,59,2007-01-08,4,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,0
ID_QK86HQ3,2007-01-08,2008-01-08,Entity,30,2007-01-08,2,Saloon,Black,Honda,Gwagwalada,Abuja,Car Classic,1
ID_BBGJJSX,2007-01-09,2008-01-09,Entity,20,2007-01-09,2,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,0
ID_NFL7PIJ,2007-01-09,2008-01-09,Entity,93,2007-01-09,2,Saloon,White,Honda,Kano Municipal,Kano,CarSafe,0
ID_YF7F7LO,2007-01-09,2008-01-09,Male,38,2007-01-09,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_ROA3OQK,2007-01-09,2008-01-09,Male,39,2007-01-09,3,Saloon,Green,Honda,Kano Municipal,Kano,Car Classic,1
ID_96KPTZE,2007-01-09,2008-01-09,Male,41,2007-01-09,1,Sedan,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_9LMC049,2007-01-10,2008-01-10,Male,48,2007-01-10,1,Saloon,Red,Toyota,Nsukka,Enugu,Car Classic,0
ID_ZLR3B37,2007-01-10,2008-01-10,Female,41,2007-01-10,4,Saloon,Red,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_ZRAU8QV,2007-01-10,2008-01-10,Male,74,2007-01-10,3,Saloon,Silver,Hyundai,Ibadan-North,Oyo,CarSafe,0
ID_LUL63CB,2007-01-10,2008-01-10,Male,28,2007-01-10,3,Saloon,Black,Toyota,Ado-Odo/Ota,Ogun,Car Classic,1
ID_DVKZBT1,2007-01-10,2008-01-10,Male,25,2007-01-10,4,Saloon,Grey,Mercedes,Otukpo,Benue,Car Classic,1
ID_35A9ILX,2007-01-11,2008-01-11,Male,39,2007-01-11,5,Saloon,Red,Toyota,Tarauni,Kano,Car Classic,0
ID_RHF57P5,2007-01-11,2008-01-11,Male,57,2007-01-11,1,SUV,Black,Ford,Tarauni,Kano,Car Classic,0
ID_YFD4TPE,2007-01-11,2008-01-11,Male,30,2007-01-11,1,SUV,Black,Mercedes,Kaduna-North,Kaduna,Car Classic,0
ID_9H6K1JV,2007-01-12,2008-01-12,Male,40,2007-01-12,4,Saloon,Silver,Toyota,Kaduna-South,Kaduna,Car Classic,0
ID_FJTF3ZE,2007-01-13,2008-01-13,Male,44,2007-01-13,3,SUV,Red,Volvo,Kano Municipal,Kano,Car Classic,0
ID_HQYPZA0,2007-01-13,2008-01-13,Joint Gender,54,2007-01-13,4,SUV,Silver,Land Rover,Makurdi,Benue,Car Classic,0
ID_6S72YVO,2007-01-14,2008-01-14,Male,29,2007-01-14,4,Saloon,Green,Toyota,Nasarawa,Kano,Car Classic,0
ID_M7QJPPO,2007-01-14,2008-01-14,Female,73,2007-01-14,5,SUV,Black,Toyota,Obio-Akpor,Rivers,Customized Motor,0
ID_V2XZTG4,2007-01-14,2008-01-14,Male,31,2007-01-14,1,Saloon,Blue,Toyota,Port Harcourt,Rivers,CarSafe,0
ID_19QD4WG,2007-01-14,2008-01-14,Male,36,2007-01-14,2,Saloon,Blue,Lexus,Kano Municipal,Kano,Car Classic,0
ID_9H0KJZI,2007-01-14,2008-01-14,Female,32,2007-01-14,3,Saloon,Gold,Toyota,Port Harcourt,Rivers,Car Plus,0
ID_00M1X6U,2007-01-15,2008-01-15,Male,43,2007-01-15,4,Saloon,Blue,Toyota,Kano Municipal,Kano,CarSafe,0
ID_C7UE65D,2007-01-15,2008-01-15,Female,56,2007-01-15,4,Saloon,White,Toyota,Kano Municipal,Kano,Car Classic,1
ID_G5IF9Y5,2007-01-15,2008-01-15,Male,28,2007-01-15,2,Saloon,White,Toyota,Abeokuta,Ogun,Car Classic,0
ID_RA5XCJL,2007-01-15,2008-01-15,Female,46,2007-01-15,5,Saloon,Gold,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_OMFS0W1,2007-01-15,2008-01-15,Entity,18,2007-01-15,3,Saloon,Black,Hyundai,Enugu-East,Enugu,Customized Motor,1
ID_48QDTS5,2007-01-16,2008-01-16,Female,35,2007-01-16,4,Saloon,Black,Toyota,Otukpo,Benue,Car Classic,0
ID_T6LXWS8,2007-01-16,2008-01-16,Joint Gender,41,2007-01-16,4,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_W73BWCE,2007-01-16,2008-01-16,Female,61,2007-01-16,2,Saloon,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_X11BG29,2007-01-16,2008-01-16,Male,43,2007-01-16,1,SUV,Silver,Volkswagen,Kano Municipal,Kano,Car Classic,0
ID_T18ZV8T,2007-01-16,2008-01-16,Male,42,2007-01-16,3,SUV,Green,Mercedes,Kano Municipal,Kano,Car Classic,1
ID_8LYQ9Y5,2007-01-16,2008-01-16,Female,36,2007-01-16,2,Saloon,Gold,Toyota,Kano Municipal,Kano,Car Classic,1
ID_I6U7P1H,2007-01-17,2008-01-17,Male,30,2007-01-17,4,Saloon,White,Toyota,Kano Municipal,Kano,Car Classic,0
ID_P8R9OP6,2007-01-17,2008-01-17,Male,37,2007-01-17,1,Saloon,Unknown,Lexus,Ibadan-North,Oyo,Car Classic,0
ID_QXE9PT3,2007-01-17,2008-01-17,Female,30,2007-01-17,4,Saloon,Black,Toyota,Asaba,Delta,Car Classic,0
ID_JDFOU9B,2007-01-18,2008-01-18,Male,34,2007-01-18,3,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_Z989DAV,2007-01-18,2008-01-18,Female,28,2007-01-18,5,Saloon,Silver,Hyundai,Kano Municipal,Kano,Car Plus,1
ID_0L4IT7F,2007-01-19,2008-01-19,Male,62,2007-01-19,5,SUV,Black,Honda,Kano Municipal,Kano,Car Classic,0
ID_447WLUV,2007-01-19,2008-01-19,Female,48,2007-01-19,5,Saloon,Silver,Mitsubishi,Sagamu,Ogun,CarSafe,0
ID_LESJPEM,2007-01-19,2008-01-19,Male,38,2007-01-19,2,Saloon,Black,Toyota,Kuje,Abuja,CarSafe,0
ID_BR1RUG3,2007-01-19,2008-01-19,Female,36,2007-01-19,5,Saloon,Black,Toyota,Obio-Akpor,Rivers,Car Classic,1
ID_VSCK6T7,2007-01-19,2008-01-19,Male,36,2007-01-19,5,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,1
ID_0V42RVF,2007-01-19,2008-01-19,Female,39,2007-01-19,3,Mini Bus,White,Toyota,Kano Municipal,Kano,Car Classic,0
ID_T9K7ZPL,2007-01-19,2008-01-19,Male,37,2007-01-19,1,SUV,Black,Range Rover,Kano Municipal,Kano,CarFlex,0
ID_5M45PHC,2007-01-20,2008-01-20,Female,44,2007-01-20,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_HOW1Y5F,2007-01-20,2008-01-20,Male,42,2007-01-20,5,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,1
ID_Y3EOULN,2007-01-20,2008-01-20,Male,64,2007-01-20,2,SUV,Black,Hyundai,Kano Municipal,Kano,Car Classic,0
ID_NH3F4TD,2007-01-21,2008-01-21,Female,50,2007-01-21,1,Saloon,Silver,Toyota,Otukpo,Benue,CarSafe,0
ID_S142F1R,2007-01-21,2008-01-21,Joint Gender,31,2007-01-21,4,Saloon,Red,Toyota,Kano Municipal,Kano,CarSafe,0
ID_ZEGTUR8,2007-01-21,2008-01-21,Male,38,2007-01-21,2,Saloon,Dark Grey,Toyota,Obio-Akpor,Rivers,Car Classic,0
ID_NCDNAJU,2007-01-21,2008-01-21,Male,40,2007-01-21,3,Saloon,Unknown,Toyota,Kano Municipal,Kano,Muuve,1
ID_KOYX1Y6,2007-01-22,2008-01-22,Male,44,2007-01-22,5,Saloon,Gold,Toyota,Eti-Osa,Lagos,Car Classic,0
ID_NF74N5R,2007-01-22,2008-01-22,Male,29,2007-01-22,1,Saloon,Red,Toyota,Kano Municipal,Kano,Car Plus,0
ID_2UL93JY,2007-01-23,2008-01-23,Female,35,2007-01-23,3,SUV,Silver,Honda,Kano Municipal,Kano,Car Classic,0
ID_WY15G6D,2007-01-23,2008-01-23,Male,45,2007-01-23,3,SUV,Black,Toyota,Epe,Lagos,Car Classic,1
ID_4PVS09F,2007-01-23,2008-01-23,Male,43,2007-01-23,3,Saloon,Black,Lexus,Enugu-North,Enugu,Car Plus,1
ID_99TRQAA,2007-01-23,2008-01-23,Male,42,2007-01-23,4,Saloon,Red,Iveco,Kuje,Abuja,CVTP,1
ID_RBU2CB3,2007-01-24,2008-01-24,Male,43,2007-01-24,2,Saloon,Grey,Toyota,Kano Municipal,Kano,Car Classic,0
ID_01P8CIZ,2007-01-25,2008-01-25,Male,20,2007-01-25,1,Saloon,Blue,Iveco,Ibadan-South-West,Oyo,CVTP,0
ID_RLNGV20,2007-01-25,2008-01-25,Male,54,2007-01-25,2,SUV,Blue,Honda,Kano Municipal,Kano,Car Classic,0
ID_O2LCQWD,2007-01-25,2008-01-25,Male,40,2007-01-25,4,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,1
ID_96KPTZE,2007-01-25,2008-01-25,Male,41,2007-01-25,1,Sedan,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_XRY9VAW,2007-01-25,2008-01-25,Female,53,2007-01-25,3,SUV,Black,Ford,Kano Municipal,Kano,Car Classic,1
ID_HIGTYSK,2007-01-26,2008-01-26,Female,69,2007-01-26,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_SZDD1QL,2007-01-26,2008-01-26,Male,35,2007-01-26,3,Saloon,Black,Mercedes,Badagry,Lagos,Car Classic,1
ID_ZOKZKQU,2007-01-26,2008-01-26,Male,50,2007-01-26,3,Saloon,Red,Toyota,Kano Municipal,Kano,Car Classic,0
ID_B2X0QU2,2007-01-26,2008-01-26,Male,50,2007-01-26,3,SUV,White,Ford,Kano Municipal,Kano,Car Plus,1
ID_0VGE0AX,2007-01-27,2008-01-27,Male,49,2007-01-27,4,Saloon,Unknown,BMW,Ijebu Ode,Ogun,Car Classic,0
ID_384TB8T,2007-02-01,2008-02-01,Female,41,2007-02-01,4,Saloon,Blue,Toyota,Kano Municipal,Kano,CarSafe,0
ID_HIKL2YL,2007-02-01,2008-02-01,Female,39,2007-02-01,5,SUV,Green,Toyota,Nsukka,Enugu,Car Classic,0
ID_XOEN2IY,2007-02-01,2008-02-01,Entity,20,2007-02-01,3,Saloon,Unknown,Toyota,Otukpo,Benue,Muuve,1
ID_E1G1BSN,2007-02-01,2008-02-01,Male,33,2007-02-01,5,Saloon,Blue,Toyota,Kano Municipal,Kano,Car Classic,1
ID_6D76FF3,2007-02-01,2008-02-01,Female,35,2007-02-01,5,SUV,Black,Honda,Warri South,Delta,Car Classic,1
ID_JFO3ETA,2007-02-02,2008-02-02,Male,36,2007-02-02,3,Saloon,Black,Toyota,Enugu-East,Enugu,Car Classic,0
ID_JPVXI6Z,2007-02-03,2008-02-03,Male,34,2007-02-03,1,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_PKD7N0M,2007-02-03,2008-02-03,Male,54,2007-02-03,5,SUV,Black,Honda,Obio-Akpor,Rivers,Car Classic,0
ID_SEZRPLO,2007-02-03,2008-02-03,Male,50,2007-02-03,2,Saloon,Silver,Honda,Abuja Municipal,Abuja,CarSafe,0
ID_W83TJSJ,2007-02-03,2008-02-03,Female,48,2007-02-03,3,SUV,Black,Honda,Obio-Akpor,Rivers,Car Classic,0
ID_OU4LY8N,2007-02-03,2008-02-03,Male,67,2007-02-03,2,Saloon,Black,Toyota,Gboko,Benue,Car Classic,1
ID_CVXLKIQ,2007-02-03,2008-02-03,Entity,10,2007-02-03,5,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,1
ID_I70PXVR,2007-02-05,2008-02-05,Female,31,2007-02-05,5,Saloon,Black,Toyota,Effurun,Delta,Car Classic,0
ID_KGQPLD2,2007-02-05,2008-02-05,Male,63,2007-02-05,2,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,0
ID_OZUOGL6,2007-02-05,2008-02-05,Female,45,2007-02-05,3,Saloon,White,Pontiac,Kano Municipal,Kano,Car Classic,0
ID_URABBLH,2007-02-05,2008-02-05,Female,38,2007-02-05,4,SUV,Unknown,Toyota,Kano Municipal,Kano,Car Classic,1
ID_K4RMW9K,2007-02-05,2008-02-05,Female,40,2007-02-05,3,Saloon,Black,Mercedes,Surulere,Lagos,Car Classic,0
ID_1U77AQW,2007-02-06,2008-02-06,Male,39,2007-02-06,3,Saloon,Grey,Toyota,Effurun,Delta,Car Classic,0
ID_C4IHRQ5,2007-02-06,2008-02-06,Male,50,2007-02-06,1,Saloon,Blue,Honda,Ibadan-South-West,Oyo,CarSafe,0
ID_NU1F7IO,2007-02-06,2008-02-06,Male,29,2007-02-06,4,Saloon,Blue,Toyota,Effurun,Delta,Car Classic,0
ID_0VFMRPN,2007-02-06,2008-02-06,Male,32,2007-02-06,3,Saloon,Gold,Mercedes,Kano Municipal,Kano,Car Classic,1
ID_4CGFG61,2007-02-07,2008-02-07,Male,47,2007-02-07,4,Saloon,Black,Toyota,Nasarawa,Kano,CarSafe,0
ID_BS93Z2S,2007-02-07,2008-02-07,Entity,10,2007-02-07,1,Saloon,Black,Toyota,Kano Municipal,Kano,CVTP,1
ID_GFZITJY,2007-02-07,2008-02-07,Male,34,2007-02-07,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_K7IQ7AL,2007-02-07,2008-02-07,Male,20,2007-02-07,3,Saloon,White,Toyota,Kano Municipal,Kano,CarSafe,0
ID_3WPAQ7G,2007-02-08,2008-02-08,Female,37,2007-02-08,2,Saloon,Black,Toyota,Ibadan-North,Oyo,Car Classic,0
ID_DRFV448,2007-02-08,2008-02-08,Male,48,2007-02-08,1,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_Z0Z6ZPN,2007-02-08,2008-02-08,Female,41,2007-02-08,4,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_9JM961F,2007-02-08,2008-02-08,Female,43,2007-02-08,3,SUV,Red,Mazda,Enugu-North,Enugu,Car Classic,0
ID_UL5CO5V,2007-02-08,2008-02-08,Male,35,2007-02-08,2,Saloon,White,Honda,Kano Municipal,Kano,Car Classic,0
ID_OZS6YYB,2007-02-08,2008-02-08,Male,33,2007-02-08,2,Saloon,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_VZF8PJM,2007-02-08,2008-02-08,Male,33,2007-02-08,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_7IPGPHF,2007-02-09,2008-02-09,Male,50,2007-02-09,5,SUV,Wine,Mazda,Kano Municipal,Kano,Car Classic,0
ID_CBDF5OD,2007-02-09,2008-02-09,Female,40,2007-02-09,1,Saloon,Silver,Toyota,Kano Municipal,Kano,Car Classic,0
ID_U8M72KB,2007-02-09,2008-02-09,Male,31,2007-02-09,2,Saloon,Green,Ford,Ikeja,Lagos,Car Classic,0
ID_V5VI82G,2007-02-09,2008-02-09,Female,40,2007-02-09,4,SUV,Black,Kia,Kano Municipal,Kano,CarFlex,0
ID_UUCSX5M,2007-02-10,2008-02-10,Joint Gender,43,2007-02-10,4,Saloon,Green,Toyota,Kano Municipal,Kano,Car Classic,0
ID_3C5ZQCS,2007-02-11,2008-02-11,Male,31,2007-02-11,1,Saloon,Red,Toyota,Gboko,Benue,CarSafe,0
ID_H949ZVP,2007-02-11,2008-02-11,Male,40,2007-02-11,5,SUV,Black,Lexus,Kano Municipal,Kano,Customized Motor,0
ID_J2OUHR1,2007-02-11,2008-02-11,Female,56,2007-02-11,1,Saloon,Black,Nissan,Kano Municipal,Kano,CarSafe,0
ID_Q3WDXWT,2007-02-11,2008-02-11,Male,54,2007-02-11,2,Saloon,Black,Toyota,Kano Municipal,Kano,Customized Motor,1
ID_EPA2XVA,2007-02-11,2008-02-11,Female,55,2007-02-11,4,Saloon,Black,Toyota,Ojo,Lagos,Car Classic,0
ID_E2Z1HZY,2007-02-12,2008-02-12,Joint Gender,20,2007-02-12,1,Saloon,White,Toyota,Kano Municipal,Kano,Car Classic,1
ID_HCRHND9,2007-02-12,2008-02-12,Male,38,2007-02-12,4,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_X6UHD5V,2007-02-12,2008-02-12,Joint Gender,50,2007-02-12,1,Saloon,Blue,Toyota,Zaria,Kaduna,CarSafe,0
ID_WL920B2,2007-02-12,2008-02-12,Female,35,2007-02-12,3,Saloon,White,Toyota,Gboko,Benue,Car Classic,0
ID_3VBEI53,2007-02-12,2008-02-12,Male,72,2007-02-12,4,Saloon,Black,Toyota,Nsukka,Enugu,Car Classic,0
ID_0NJ07AU,2007-02-13,2008-02-13,Male,49,2007-02-13,3,Saloon,White,Hyundai,Kano Municipal,Kano,CarSafe,0
ID_3H6N86Q,2007-02-13,2008-02-13,Male,50,2007-02-13,5,Saloon,Black,Toyota,Kano Municipal,Kano,CarSafe,0
ID_69HE3AK,2007-02-13,2008-02-13,Female,38,2007-02-13,2,SUV,Wine,Honda,Kano Municipal,Kano,Car Plus,0
ID_DJMDYUF,2007-02-13,2008-02-13,Male,40,2007-02-13,2,Saloon,Black,Toyota,Kano Municipal,Kano,Car Classic,0
ID_SVKML5R,2007-02-13,2008-02-13,Female,27,2007-02-13,3,SUV,Blue,Toyota,Kano Municipal,Kano,Car Classic,0
